id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 23057369 ,554a7609-5abb-11e8-911c-28924ad12c5c,  -19.548000 ,  -54.248000 ,2005-04-04 16:52:00,Brasil,MATO GROSSO DO SUL,CAMAPUÃ,Cerrado
 23072020 ,64c69b90-5abb-11e8-911c-28924ad12c5c,  -21.822000 ,  -54.699000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,RIO BRILHANTE,Cerrado
 23072019 ,64c69b8f-5abb-11e8-911c-28924ad12c5c,  -21.746000 ,  -54.801000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,RIO BRILHANTE,Cerrado
 23072018 ,64c69b8e-5abb-11e8-911c-28924ad12c5c,  -19.465000 ,  -57.117000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 23072015 ,64c69b8d-5abb-11e8-911c-28924ad12c5c,  -21.666000 ,  -57.388000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Cerrado
 23072008 ,64c69b8b-5abb-11e8-911c-28924ad12c5c,  -23.806000 ,  -55.137000 ,2005-04-05 17:34:00,Brasil,MATO GROSSO DO SUL,SETE QUEDAS,Mata Atlântica
 23072055 ,554afd8d-5abb-11e8-911c-28924ad12c5c,  -18.965000 ,  -57.277000 ,2005-04-05 17:36:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 23072046 ,554afd88-5abb-11e8-911c-28924ad12c5c,  -19.819000 ,  -57.268000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 23072033 ,554afd82-5abb-11e8-911c-28924ad12c5c,  -20.893000 ,  -52.301000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,TRÊS LAGOAS,Cerrado
 23072030 ,554afd7f-5abb-11e8-911c-28924ad12c5c,  -19.467000 ,  -57.127000 ,2005-04-05 17:35:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal
 23071981 ,554afd6b-5abb-11e8-911c-28924ad12c5c,  -23.805000 ,  -55.126000 ,2005-04-05 17:34:00,Brasil,MATO GROSSO DO SUL,SETE QUEDAS,Mata Atlântica
 23088129 ,64c7d288-5abb-11e8-911c-28924ad12c5c,  -21.674000 ,  -57.387000 ,2005-04-06 18:18:00,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Cerrado
 23088131 ,554aff88-5abb-11e8-911c-28924ad12c5c,  -21.674000 ,  -57.392000 ,2005-04-06 18:18:00,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Cerrado
 23086881 ,554aff55-5abb-11e8-911c-28924ad12c5c,  -18.849000 ,  -53.085000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,PARAÍSO DAS ÁGUAS,Cerrado
 23086869 ,554aff51-5abb-11e8-911c-28924ad12c5c,  -21.081000 ,  -51.903000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,TRÊS LAGOAS,Mata Atlântica
 23086864 ,554aff4c-5abb-11e8-911c-28924ad12c5c,  -21.040000 ,  -52.738000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,BRASILÂNDIA,Cerrado
 23086863 ,554aff4b-5abb-11e8-911c-28924ad12c5c,  -21.039000 ,  -52.715000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,BRASILÂNDIA,Cerrado
 23086861 ,554aff48-5abb-11e8-911c-28924ad12c5c,  -19.567000 ,  -54.251000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,CAMAPUÃ,Cerrado
 23086878 ,10130627-5abb-11e8-911c-28924ad12c5c,  -19.572000 ,  -54.243000 ,2005-04-06 16:40:00,Brasil,MATO GROSSO DO SUL,CAMAPUÃ,Cerrado
 23099614 ,64c8cacc-5abb-11e8-911c-28924ad12c5c,  -18.942000 ,  -53.278000 ,2005-04-07 17:23:00,Brasil,MATO GROSSO DO SUL,PARAÍSO DAS ÁGUAS,Cerrado
 23099613 ,64c8cacb-5abb-11e8-911c-28924ad12c5c,  -20.951000 ,  -56.465000 ,2005-04-07 17:23:00,Brasil,MATO GROSSO DO SUL,BONITO,Cerrado
